"NEQ","NomEntreprise","Adresse","Municipalite","Adresse_Lign3","CodePostal","SecteurActivite","FormeJuridique","lat","long"
1140139735,"ORGANISATION DES TERRAINS DE JEUX ET DE LOISIRS DE ST-ROCH-DE-MÉKINAC","1216 rue Principale","Saint-Roch-de-Mékinac (Québec)",NA,"G0X2E0","ORGANISER DES JEUX POUR PETITS ET GRAND BÉNÉVOLEMENT","APE",46.811277,-72.768774
1140176141,"SOCIÉTÉ D'HABITATION COMMUNAUTAIRE DU CENTRE DU QUÉBEC","897 rue Saint-Pierre","Trois-Rivières (Québec)",NA,"G9A4W5","RÉSIDENCE PERSONNES ÂGÉES","APE",46.343491,-72.539014
1140191793,"CENTRE DE LA PETITE ENFANCE L'ARBRE ENCHANTÉ","455 rue des Vétérans","Trois-Rivières (Québec)",NA,"G8T2W8","SERVICE DE GARDE À L'ENFANCE","APE",46.377324,-72.50983
1140339996,"ASSOCIATION CHASSE ET PÊCHE BORDURE DU PARC","131 rue des Merisiers","Notre-Dame-du-Mont-Carmel (Québec)",NA,"G0X3J0","PROMOUVOIR LA CHASSE","APE",46.446758,-72.72215
1140384190,"CLUB LOA","1895 rue Groulx","Trois-Rivières (Québec)",NA,"G8Y5S1","LOISIRS - CHASSE & PÊCHE","APE",46.370225,-72.618934
1140326670,"FONDATION DU COLLÈGE SHAWINIGAN","2263 av. du Collège","Shawinigan (Québec)",NA,"G9N6V8","OEUVRER À TITRE D'ORGANISME DE CHARITÉ RECONNU","APE",46.564126,-72.7528
1140875007,"LES PRODUCTIONS THÉÂTRALES TGP","70 rue Langelier","Trois-Rivières (Québec)",NA,"G8W1S9","PROMOUVOIR LE THÉÂTRE AMATEUR DANS LA RÉGION DE TROIS-RIVIÈRES","APE",46.375917,-72.572008
1140885568,"C.P.E. SAUTE-MOUTON INC.","3525, BOUL. LAVIOLETTE","TROIS-RIVIÈRES (QUÉBEC)",NA,"G8Z1E9","SERVICE DE GARDE EDUCATIFS POUR LES ENFANTS 0-5 ANS EN INSTALLATIONS","APE",46.35955,-72.569517
1140844490,"FONDATION DU MUSÉE QUÉBÉCOIS DE CULTURE POPULAIRE","200 rue Laviolette","Trois-Rivières (Québec)",NA,"G9A6L5","FONDATION","APE",46.344564,-72.540354
1140847824,"CLUB DE L'ÂGE D'OR DE ST-MATHIEU-DU-PARC","1791 ch. Principal","Saint-Mathieu-du-Parc (Québec)",NA,"G0X1N0","BASEBALL-POCHE TOUS LES VENDREDIS (EXCEPTÉ JUILLET ET AOÛT), Scrabble","APE",46.572854,-72.923029
1140814063,"CENTRE D'ASSISTANCE ET D'ACCOMPAGNEMENT AUX PLAINTES - MAURICIE ET CENTRE-DU-QUÉBEC","100-7175 rue Marion","Trois-Rivières (Québec)",NA,"G9A5Z9","Aide aux plaignants (contre établissements de santé ou services sociaux)","APE",46.325362,-72.580351
1141105917,"Facile d'accès La Tuque","630 RUE Réal","La Tuque (Québec)",NA,"G9X2R9","Centre de jour pour ceux qui séjournent ou ont séjourné en psychiatrie","APE",47.436671,-72.780318
1141086745,"SYNDICAT DU PERSONNEL PROFESSIONNEL DE L'UNIVERSITÉ DU QUÉBEC À TROIS-RIVIÈRES","3351 boul. des Forges","Trois-Rivières (Québec)",NA,"G8Z4M3","SYNDICAT D'EMPLOYÉS PROFESSIONNELS, DÉFENSE DES DROITS DES MEMBRES","APE",46.348038,-72.57778
1141088840,"CENTRE L'ÉTAPE DU BASSIN DE MASKINONGÉ INC.","134, AVENUE SAINT-LAURENT","LOUISEVILLE (QUÉBEC)",NA,"J5V1J7","PRÉVENIR ET COMBATTRE LES PROBLÈMES RELIÉS À LA TOXICOMANIE","APE",46.255989,-72.94301
1141039280,"CENTRE NATIONAL EN ÉLECTROCHIMIE ET EN TECHNOLOGIES ENVIRONNEMENTALES INC","2263 av. du Collège","Shawinigan (Québec)",NA,"G9N6V8","RECHERCHE","APE",46.564126,-72.7528
1141091737,"CORPORATION DU PONT RIVIÈRE-AUX-RATS","375 rue Saint-Joseph","La Tuque (Québec)",NA,"G9X1L5","GESTION ET ENTRETIEN D'UN PONT À PÉAGE","APE",47.440711,-72.781489
1141040395,"CENTRE DE LA PETITE ENFANCE FLOCONS DE RÊVE INC.","1875 rue Notre-Dame","Saint-Maurice (Québec)",NA,"G0X2X0","CENTRE DE LA PETITE ENFANCE (MILIEU FAMILIAL ET INSTALLATION)","APE",46.47458,-72.540667
1141045642,"LES ESTACADES DE TROIS-RIVIÈRES","260 rue Dessureault","Trois-Rivières (Québec)",NA,"G8T9T9","Nous faisons la gestion d'une équipe de hockey de calibre Midget AAA.","APE",46.378551,-72.527097
1141126004,"F.A.I.R.E. (FAMILLES D'APPUI ET INTERVENTION POUR UN RÉSEAU D'ENTRAIDE)","1209 PL Georges H. Robichon","Trois-Rivières (Québec)",NA,"G8Y2L1","RESSOURCE D'ENTRAIDE POUR LES FAMILLES AYANT DES ENFANTS 0-17 ANS.","APE",46.356416,-72.57755
1141006891,"CLUB DE CHASSE ET DE PÊCHE PATRICIA INC.","380 rue des Pétunias","Trois-Rivières (Québec)",NA,"G8V1C9","RÉCRÉATION - PLEIN AIR / CHASSE - PÊCHE","APE",46.383741,-72.49699
1141009630,"LES AUXILIAIRES DES PAUVRES DE SAINT-FRANÇOIS","425 rue Sainte-Angèle","Trois-Rivières (Québec)",NA,"G9A1M3","SOUTIEN D'OEUVRE RELIGIEUSE, SERVICES SOCIAUX DIVERS","APE",46.347116,-72.538911
1141010828,"Association des proches aidants de Trois-Rivières inc.","79 rue Rocheleau","Trois-Rivières (Québec)",NA,"G8T5A4","Aide aux aidants naturels dont le patient est en perte d'autonomie SERVICE DE GARDIENNAGE-RÉPIT","APE",46.367731,-72.504797
1141016262,"CLUB SOCIAL KRUGER TROIS-RIVIÈRES INC.","3735 boul. Gene-H.-Kruger","Trois-Rivières (Québec)",NA,"G9A6B1","ACTIVITÉS SOCIALES","APE",46.329002,-72.55744
1141302167,"ASSOCIATION NATURE INC.","102 CH. De La Matawin","Trois-Rives (Québec)",NA,"G0X2C0","Entreprise à but non lucratif dans le secteur de la chasse et la pêche","APE",46.905276,-72.933917
1141304122,"CARMEL LA SAUTERELLE","200 rue Saint-Honoré","Saint-Étienne-des-Grès (Québec)",NA,"G0X2P0","SERVICE DE GARDE POUR ENFANTS 0 À 5 ANS","APE",46.442503,-72.770396
1141486275,"MUSÉE QUÉBÉCOIS DE CULTURE POPULAIRE","200 rue Laviolette","Trois-Rivières (Québec)",NA,"G9A6L5","MUSÉE","APE",46.344564,-72.540354
1141283904,"ACCUEIL MISSIONNAIRE DES FILLES DE JÉSUS","2392 8e Avenue","Trois-Rivières (Québec)",NA,"G8Z3L8","RELIGION","APE",46.355414,-72.559261
1141401555,"CLUB DES FRANCS AMIS","310 rue Patry","Trois-Rivières (Québec)",NA,"G8T8B7","CHASSE ET PÊCHE","APE",46.37832,-72.521426
1141289604,"Parkinson Centre-du-Québec.Mauricie Inc.","30-10 rue Duplessis","Trois-Rivières (Québec)",NA,"G8T9T4","Offrir des services et des acticités aux personnes atteintes de  la maladie de Parkinson ainsi qu'à leur proche aidant, leur famille et amis. Informer le grand public à la maladie de Parkinson.","APE",46.365061,-72.532875
1141440926,"ÉCOLE DE HOCKEY NATIONAL INC.","103-1675 rue Notre-Dame Centre","Trois-Rivières (Québec)",NA,"G9A6B2","Promouvoir le sport amateur et offrir une aide financière aux athlètes","APE",46.336117,-72.544972
1141441395,"PUBLICATIONS FRANÇAISES EA (PFEA) INC.","701 RUE Thibeau","CP 33002","Trois-Rivières (Québec)","G8T9T8","TRADUIRE EN FRANÇAIS","APE",46.386945,-72.544351
1141212770,"CLUB DE MARCHE MOI MES SOULIERS","1070 rue de Paris","Trois-Rivières (Québec)",NA,"G8W0B7","Randonnées de plein air, raquette","APE",46.383514,-72.564447
1141212978,"ASSOCIATION POUR LE DÉVELOPPEMENT DE L'ENSEIGNEMENT ET DE LA RECHERCHE EN ADMINISTRATION DE L'ÉDUCATION (ADERAE)","3351 BOUL. des Forges","CP C.P. 500","Trois-Rivières (Québec)","G9A5H7","PROMOUVOIR L'ENSEIGNEMENT ET LA RECHERCHE","APE",46.348038,-72.57778
1141271669,"REVUE QUÉBECOISE DE PSYCHOLOGIE","3351 BOUL. des Forges","CP 500","Trois-Rivières (Québec)","G9A5H7","ÉDITION ET PUBLICATION D'UNE REVUE SCIENTIFIQUE EN PSYCHOLOGIE","APE",46.348038,-72.57778
1141273822,"CLUB DE SKI DE FOND LE ROCHER","1 chemin du Golf","CP 10083","Shawinigan (Québec)","G9T5K7","Organiser pistes ski randonnée dans golf de Grand-Mère pour enfant + pistes raquettes","APE",46.623329,-72.687921
1141222720,"LE CENTRE DE LA PETITE ENFANCE DES EMPLOYÉS DU CENTRE HOSPITALIER RÉGIONAL DE TROIS-RIVIÈRES","3140 rue Louis-Pasteur","Trois-Rivières (Québec)",NA,"G8Z4E3","GARDERIE POUR ENFANTS","APE",46.354364,-72.56468
1141223231,"COOPÉRATIVE UNIVERSITAIRE DE TROIS-RIVIÈRES","3351 boul. des Forges","Trois-Rivières (Québec)",NA,"G8Z4M3","LIBRAIRIE, PAPETERIE","COP",46.348038,-72.57778
1141148222,"TOURNOI DE HOCKEY DES POLICIERS PROVINCIAUX DU QUÉBEC","290 rue François-Duclos","Trois-Rivières (Québec)",NA,"G8T5E8","ORGANISER TOURNOI DE HOCKEY DE POLICIERS (UNE FIN DE SEMAINE PAR AN-AVRIL)","APE",46.373146,-72.512939
1141259391,"CORPORATION INTER-RIVES DE LA GABELLE INC.","1230 rue Principale","Saint-Étienne-des-Grès (Québec)",NA,"G0X2P0","GESTION ET CONSERVATION DU PARC NATURE LA GABELLE ORGANISATION ET PROMOTION D'ACTIVITÉS CULTURELLES","APE",46.440414,-72.773026
1141152562,"LES OEUVRES DES ABBÉS MARTEL ET MARCIL","2213 AVE Saint-Marc","Shawinigan (Québec)",NA,"G9N2J4","SERVICE D'AIDE ET ACCOMPAGNEMENT AUX FAMILLES PAUVRES SPÉCIALEMENT AUX ENF.","APE",46.554794,-72.740986
1141798968,"LES FAMILLES PAGÉ D'AMÉRIQUE","1660, RUE PRINCIPALE, C.P. 35","NOTRE-DAME-DU-MONT-CARMEL (QUÉBEC)",NA,"G0X3J0","SOLLICITER DES MEMBRES, FAIRE LA PROMOTION, GÉNÉALOGIE - JOURNAL ...","APE",46.488572,-72.653719
1141800301,"LE GYROSCOPE DU BASSIN DE MASKINONGÉ","103-391 av. Saint-Laurent","Louiseville (Québec)",NA,"J5V1K4","Support aux familles et amis de la personne atteinte de maladie mentale","APE",46.255113,-72.948489
1141760109,"CORPORATION DES JARDINS FORESTIERS DE ST-STANISLAS P.Q.","953 rue Principale","Saint-Stanislas (Québec)",NA,"G8L7B4","AMÉNAGEMENT DU TERRITOIRE PÉRIPHÉRIQUE DE ST-STANISLAS","APE",49.005269,-72.177007
1141737016,"SYNDICAT CANADIEN DE LA FONCTION PUBLIQUE, SECTION LOCALE 1800 - (UNIVERSITÉ DU QUÉBEC À TROIS-RIVIÈRES - SOUTIEN)","3351 BOUL. Des Forges","Trois-Rivières (Québec)",NA,"G9A5H7","NÉGOCIATION, APPLICATION DE CONVENTION COLLECTIVE","APE",46.348038,-72.57778
1141750233,"CONSEIL RÉGIONAL FTQ MAURICIE ET CENTRE-DU-QUÉBEC","101-7080 rue Marion","Trois-Rivières (Québec)",NA,"G9A6G4","ÉTUDE, DÉFENSE ET DÉVELOPPEMENT DES INTÉRÊTS ÉCONOMIQUES, SOCIAUX, MORAUX","APE",46.325362,-72.580351
1141966474,"RÉSIDENCE ""ENTRE-DEUX""","1355 rue des Cyprès","Trois-Rivières (Québec)",NA,"G8Y0G5","HÉBERGEMENT","APE",46.356245,-72.580578
1141887670,"COOPÉRATIVE D'UTILISATION DE MACHINERIE AGRICOLE DE MATAPÉDIA","149 rang de l'Église","Saint-Léon-le-Grand (Québec)",NA,"G0J2W0","MACHINERIE EN COMMUN COOPÉRATIVE","COP",48.356989,-67.490174
1141911967,"ProLoge Immobilier","211-3675 boul. du Chanoine-Moreau","Trois-Rivières (Québec)",NA,"G8Y5M6","GESTION D'ORGANISME À BUT NON LUCRATIF","APE",46.359865,-72.586593
1141891631,"ASSOCIATION DU SECTEUR DES CHENAUX INC.","1351 rue Jean-Nicolet","Trois-Rivières (Québec)",NA,"G9A1B3","VIE DE QUARTIER, PROTECTION DE L'ENVIRONNEMENT","APE",46.356701,-72.542615
1142066753,"CLUB AGE D'OR DE NOTRE-DAME-DU-MONT-CARMEL INC.","931 rang Saint-Flavien","Notre-Dame-du-Mont-Carmel (Québec)",NA,"G0X3J0","CLUB ÂGE D'OR DE NOTRE-DAME-DU MONT-CARMEL","APE",46.471992,-72.674928
1142081752,"CLUB DE L'AGE D'OR DE MASKINONGÉ","11 rue Marcel","Maskinongé (Québec)",NA,"J0K1N0","RENCONTRES HEBDO. POUR JEUX CARTE, BASEBALL, ARTISANAT COURS DE DANSE ETC..","APE",46.226237,-73.018356
1142094581,"L'ACCORD MAURICIE INC.","991 rue Champflour","Trois-Rivières (Québec)",NA,"G9A1Z8","TRAITEMENT PSYCHOLOGIQUE / FORMATION","APE",46.347964,-72.548766
1142067355,"COMITE DE PROTECTION DES OEUVRES D'OZIAS LEDUC DE SHAWINIGAN-SUD INC.","825 av. Ozias-Leduc","Shawinigan (Québec)",NA,"G9P1E1","CULTURELLE, TOURISTIQUE","APE",46.527484,-72.750027
1142067660,"CLUB ENFIN","3920 rue Dompierre","Trois-Rivières (Québec)",NA,"G8Y4Y6","CLUB DE CHASSE ET PÊCHE","APE",46.347628,-72.605992
1142082826,"FONDATION POPULAIRE MAURICIE","2065 rue d'Oslo","Trois-Rivières (Québec)",NA,"G8W0G6","Aide aux sportifs et artistes","APE",46.389584,-72.560488
1142082875,"GALERIE D'ART DU PARC INC.","864 rue des Ursulines","Trois-Rivières (Québec)",NA,"G9A5C1","CENTRE D'EXPOSITION ET D'ARCHIVES","APE",46.342929,-72.538486
1142082982,"ASSOCIATION DU BASEBALL MINEUR DE CAP-DE-LA-MADELEINE INC.","200, RUE DE GRANDMONT","TROIS-RIVIÈRES (QUÉBEC)",NA,"G8T2R4","PROMOUVOIR LA PRATIQUE DES SPORTS EN PARTICULIER LE BASEBALL CHEZ LES JEUNE","APE",46.372938,-72.523011
1142095497,"ASSOCIATION DES POURVOYEURS ET PÊCHEURS DU POISSON DES CHENAUX DE LA RIVIÈRE STE-ANNE INC.","8 rue Marcotte","Sainte-Anne-de-la-Pérade (Québec)",NA,"G0X2J0","PROMOUVOIR L'INDUSTRIE TOURISTIQUE; DÉFENDRE LES DROITS DES POURVOYEURS","APE",46.571419,-72.205309
1142111542,"MAISON DES FAMILLES DE MÉKINAC","261 rue du Moulin","Saint-Tite (Québec)",NA,"G0X3H0","Promouvoir et soutenir le bien-être des familles du territoire Mékinac dans les différentes étapes de la vie.","APE",46.72748,-72.56809
1142068080,"GROUPE DE RECHERCHE ET D'EXPÉRIMENTATION SUR LA QUALITÉ DE LA VIE ET DE L'ENVIRONNEMENT HUNTERSTOWN","3721 Grande Ligne","Saint-Paulin (Québec)",NA,"J0K3G0","CONSULTANT EN ENVIRONNEMENT - HÉBERGEMENT DES MEMBRES","APE",46.460943,-73.007677
1142069179,"COMITÉ DES LOISIRS DE VERMILLON","2419 Route 155 S","La Tuque (Québec)",NA,"G9X3N8","SERVICES FORESTIERS","APE",47.213071,-72.88836
1142112649,"ASSOCIATION DES PERSONNES HANDICAPÉES ACTIVES DE MÉKINAC","210-301 rue Saint-Jacques","Sainte-Thècle (Québec)",NA,"G0X3G0","- Informer et sensibiliser la population aux besoins des personnes vivant en situation d'handicap. - Soutenir et encourager les personnes handicapées au niveau récréatif, éducatif et social.","APE",46.818583,-72.504294
1142070771,"TECHNOSCIENCE MAURICIE-CENTRE-DU-QUÉBEC","3351 boul. des Forges","Trois-Rivières (Québec)",NA,"G8Z4M3","ACTIVITÉ DE LOISIR SCIENTIFIQUE","APE",46.348038,-72.57778
1142085381,"GESTION DE LA RIVIERE AUX P'TITS POISSONS DES CHENAUX","8 rue Marcotte","Sainte-Anne-de-la-Pérade (Québec)",NA,"G0X2J0","Gestion de l'exploitation de la pêche au poulamon; promotion","APE",46.571419,-72.205309
1142070896,"ASSOCIATION DES TRAPPEURS DE REGION MAURICIE/BOIS-FRANCS","680 rue Maurice-Paquin","Trois-Rivières (Québec)",NA,"G8W2H1","Regrouper et informer les trappeurs sur les questions qui les concernent","APE",46.416473,-72.565989
1142071423,"CENTRE RÉGIONAL DE SERVICES AUX BIBLIOTHÈQUES PUBLIQUES (CRSBP) DU CENTRE-DU-QUÉBEC, DE LANAUDIÈRE ET DE LA MAURICIE INC.","3125 rue Girard","Trois-Rivières (Québec)",NA,"G8Z2M4","CENTRE RÉGIONAL DE SERVICES AUX BIBLIOTHÈQUES PUBLIQUES, VENTE DE SERVICES Services techniques centralisés","APE",46.34085,-72.57342
1142114579,"FONDATION RICHELIEU DU CAP- DE-LA-MADELEINE INC.","125 rue Chauveau","Trois-Rivières (Québec)",NA,"G8T8H3","FONDATION CHARITABLE","APE",46.389474,-72.548177
1142071795,"CLUB OPTIMISTE ST-LOUIS-DE-FRANCE","930 rue des Harfangs","Trois-Rivières (Québec)",NA,"G8V2V2","AIDE À LA JEUNESSE","APE",46.399026,-72.544229
1142100248,"MOUVEMENT ACTION-CHÔMAGE TROIS-RIVIÈRES","1322 rue Sainte-Julie","Trois-Rivières (Québec)",NA,"G9A1Y6","SERV. PRÉVENTION CONCERNANT LOI ASS-CHÔMAGE ACTIVITÉ SENSIBILISATION PUBLIC","APE",46.351176,-72.549878
1142072975,"COMITÉ DE DÉVELOPPEMENT DE ST-LÉON","279 rue Plourde","Saint-Léon-le-Grand (Québec)",NA,"G0J2W0","INFORMATION ET ANIMATION ACTEURS ÉCONOMIQUES - DÉMARRAGE D'ENTREPRISES","APE",48.379954,-67.50646
1142073726,"CLUB DE RÉCRÉATION DE ST-GEORGES DE CHAMPLAIN","650 206e Avenue","Shawinigan (Québec)",NA,"G9T3K3","RÉCRÉATIVES","APE",46.626824,-72.654979
1142073882,"ASSOCIATION DE BASEBALL MINEUR DE TROIS-RIVIÈRES OUEST","6451 RUE Notre-Dame O","CP G9A 3B9","Trois-Rivières (Québec)","G9A3B9","Développer l'intérêt des jeunes pour le baseball; services connexes","APE",46.316537,-72.569535
1142088831,"CLUB DE L'AGE D'OR DE ST- ALEXIS-DES-MONTS","31 rue Saint-Olivier","Saint-Alexis-des-Monts (Québec)",NA,"J0K1V0","VIE ACTIVE, VOYAGE GROUPER DU MOIS, SOUPER DU MOIS, QUELQUES DANSES BINGO, POCHES, SAC DE SABLE, BILLARD","APE",46.463631,-73.144976
1142088930,"ASSOCIATION DES PROFESSEURS RÉGULIERS RETRAITÉS DE L'UNIVERSITÉ DU QUÉBEC A TROIS-RIVIÈRES","3351 BOUL. Des Forges","Trois-Rivières (Québec)",NA,"G8Z4M3","ASSOCIATION, CLUB SOCIAL ET CULTUREL","APE",46.348038,-72.57778
1142073965,"CLUB DE L'ÂGE D'OR LA TUQUE INC.","500 rue Lucien-Filion","La Tuque (Québec)",NA,"G9X4E7","-","APE",47.439769,-72.781739
1142088963,"CARREFOUR D'ACTION BÉNÉVOLE DU HAUT ST-MAURICE","539 rue Saint-Antoine","La Tuque (Québec)",NA,"G9X2Y5","Recruter, former et orienter les bénévoles; offrir des services bénévoles","APE",47.439999,-72.784358
1142089177,"CLUB RÉCRÉATIF DES AÎNÉS DE ST-ANDRÉ SHAWINIGAN-SUD INC.","1490 117e Rue","Shawinigan (Québec)",NA,"G9P3E1","GROUPER EN CORP. LES PERS. AGÉES DE ST-ANDRÉ, PROMOUVOIR LA SANTÉ, ETC.","APE",46.51792,-72.754819
1142105098,"SOCIÉTÉ ST-JEAN BAPTISTE DE LA MAURICIE","3239 rue Papineau","Trois-Rivières (Québec)",NA,"G8Z1P4","Éducation sociale et politique; organisation de la fête nationale","APE",46.353798,-72.569013
1142091140,"QUADRATHLON ITF QUÉBEC","1112 rue Lepage","Trois-Rivières (Québec)",NA,"G8V1L7","ENCADREMENT ET FAIRE PROMOTION DU TAEKWON-DO I.T.F. AU QUÉBEC","APE",46.393803,-72.555476
1142063156,"FESTIVAL DE LA TRUITE MOUCHETEE DE ST-ALEXIS DES MONTS INC.","30 rue Saint-Olivier","Saint-Alexis-des-Monts (Québec)",NA,"J0K1V0","ORGANISME À BUT NON LUCRATIF: PÊCHE, LOISIR","APE",46.462789,-73.143548
1142107193,"Centre Le PONT","925, RUE LAVIOLETTE, 2E ÉTAGE","TROIS-RIVIÈRES (QUÉBEC)",NA,"G9A1V9","DONNER DES SESSIONS DE FORMATION POUR LES FEMMES EN RECHERCHE D'EMPLOI NOUS SOMMES UN ORGANISME SANS BUT LUCRATIF / AIDE AUX FEMMES EN DIFFICULTÉ","APE",46.343525,-72.539352
1142063990,"CLUB AGE D'OR SAINT-SEVERE","59B rue Principale","Saint-Sévère (Québec)",NA,"G0X3B0","CLUBS D'ÂGE D'OR","APE",46.346849,-72.898196
1142092916,"CENTRE D'ACTION BÉNÉVOLE DES RIVERAINS","100 rue de la Fabrique","Sainte-Anne-de-la-Pérade (Québec)",NA,"G0X2J0","promouvoir l'action bénévole","APE",46.574379,-72.203532
1142093914,"CLUB DIAMANT INC.","5195 rue de Chamonix","Trois-Rivières (Québec)",NA,"G8Y5Y8","-","APE",46.349457,-72.610262
1142094011,"ASSOCIATION QUÉBÉCOISE DES LOISIRS FOLKLORIQUES RÉGION MAURICIE","107 rue Guimont","Saint-Boniface (Québec)",NA,"G0X2L0","PRÉSERVER ET PROMOUVOIR LA MUSIQUE TRADITIONNELLE QUÉBÉCOISE","APE",46.503326,-72.829844
1142005264,"LES CHEVALIERS DE COLOMB DU CONSEIL ST-GEORGES-DE- CHAMPLAIN NO: 2909","650 206e Avenue","Shawinigan (Québec)",NA,"G9T3K3","ACTIVITÉS SOCIALES, COMMUNAUTAIRES","APE",46.626824,-72.654979
1142005454,"LES CHEVALIERS DE COLOMB DU CONSEIL DE STE-THECLE NO: 2817","331A rue Saint-Jacques","CP 664","Sainte-Thècle (Québec)","G0X3G0","ORGANISME À BUT NON LUCRATIF","APE",46.816211,-72.507218
1142031567,"LES CHEVALIERS DE COLOMB DU CONSEIL DE TROIS-RIVIÈRES NO: 1001","1800 RUE St-Paul","CP 1046","Trois-Rivières (Québec)","G9A1J7","ACTIVITÉS SOCIALES, COMMUNAUTAIRES","APE",46.357844,-72.549157
1142031708,"LES CHEVALIERS DE COLOMB DU CONSEIL GRAND'MÈRE NUMÉRO 1209","541 5e Rue","Shawinigan (Québec)",NA,"G9T4R9","ACTIVITÉS SOCIALES, COMMUNAUTAIRES","APE",46.615134,-72.690214
1142006247,"LES CHEVALIERS DE COLOMB DU CONSEIL DE LA TUQUE NO: 1887","297 rue Saint-Joseph","La Tuque (Québec)",NA,"G9X1K6","ACTIVITÉS SOCIALES, COMMUNAUTAIRES","APE",47.440756,-72.78554
1142033456,"CHEVALIERS DE COLOMB DU CONSEIL DE NOTRE-DAME DU CAP NO:2669","1001 rang Saint-Malo","Trois-Rivières (Québec)",NA,"G8V1X4","RECHERCHES NOURRITURE VÊTEMENTS","APE",46.392389,-72.510325
1142033845,"LES CHEVALIERS DE COLOMB DU CONSEIL DE LOUISEVILLE NO: 2783","50 av. Saint-Laurent","Louiseville (Québec)",NA,"J5V1J4","ACTIVITÉS SOCIALES, COMMUNAUTAIRES","APE",46.256765,-72.941494
1142054924,"LES CHEVALIERS DE COLOMB DU CONSEIL DE TROIS-RIVIÈRES OUEST, NO. 6874","350 côte Richelieu","Trois-Rivières (Québec)",NA,"G9A2Z1","ACTIVITÉS SOCIALES et COMMUNAUTAIRES","APE",46.323111,-72.568105
1142055988,"LES CHEVALIERS DE COLOMB DU CONSEIL DE ST-LOUIS-DE-FRANCE, NUMERO 9956","3825 boul. Thibeau","Trois-Rivières (Québec)",NA,"G8W2H4","ACTIVITÉS SOCIALES et COMMUNAUTAIRES","APE",46.438548,-72.613991
1142009217,"LES CHEVALIERS DE COLOMB DU CONSEIL DE ST-MAURICE NO: 2877","2431 RANG St-Jean","CP 11","Saint-Maurice (Québec)","G0X2X0","ACTIVITÉS SOCIALES, COMMUNAUTAIRES","APE",46.468478,-72.531872
1142009308,"LES CHEVALIERS DE COLOMB DU CONSEIL DE ST-STANISLAS, NO. 2903","C-33 RUE du Pont","St-Stanislas (Québec)",NA,"G0X3E0","ACTIVITÉS SOCIALES, COMMUNAUTAIRES","APE",46.611027,-72.387238
1142009555,"LES CHEVALIERS DE COLOMB DU CONSEIL DE ST-TITE NO. 2242","700 rue Brunelle","Saint-Tite (Québec)",NA,"G0X3H0","ACTIVITÉS SOCIALES, COMMUNAUTAIRES","APE",46.730905,-72.559511
1142057497,"CHEVALIERS DE COLOMB DU CONSEIL DE POINTE-DU-LAC, NUMERO 7929","130-10605 CH. Ste-Marguerite","Trois-Rivières (Québec)",NA,"G9B6M6","ACTIVITÉS SOCIALES et COMMUNAUTAIRES","APE",46.305291,-72.645771
1142041988,"ASSOCIATION GENERALE DES ETUDIANTS DE L'UNIVERSITE DU QUEBEC A TROIS-RIVIERES","1022PV-3351 BOUL. DES FORGES","Trois-Rivières (Québec)",NA,"G9A5H7","ACTIVITÉS ÉTUDIANTES SUR LE CAMPUS DE L'UQTR DÉFENDRE LES DROITS DES ÉTUDIANTS DU CAMPUS DE L'UQTR","APE",46.348038,-72.57778
1142015545,"CLUB D'AGE D'OR DE STE-ANGELE-DE- PREMONT, COMTE MASKINONGE","2451 rue Camirand","Sainte-Angèle-de-Prémont (Québec)",NA,"J0K1R0","CLUB D'ÂGE D'OR","APE",46.364662,-73.057154
1142043141,"CORPORATION DE DÉVELOPPEMENT DURABLE DE MÉKINAC (PONT MÉKINAC)","560, NOTRE DAME CP 490","SAINT-TITE QC",NA,"G0X3H0","Propriétaire et gestionnaire d'un pont payant sur la rivière Saint-Maurice.","APE",46.726617,-72.564623
1141981473,"CENTRE DE LA PETITE ENFANCE LE PETIT FORGERON INC.","990 place Boland","Trois-Rivières (Québec)",NA,"G8Z4H2","SERVICE DE GARDE (GARDERIE)","APE",46.340497,-72.580732
1142049288,"ASSOCIATION DES MOOSE DU QUÉBEC","271 202e Rue","Shawinigan (Québec)",NA,"G9T5A1","REGROUPEMENT LOCAL MOOSE DU QUÉBEC","APE",46.62137,-72.667513
1142179937,"SOCIETE DE CONSERVATION ET D'ANIMATION DU PATRIMOINE DE TROIS-RIVIERES INC.","123 rue Radisson","Trois-Rivières (Québec)",NA,"G9A2C5","PROTECTION ET MISE EN VALEUR DU PATRIMOINE RECHERCHE HISTORIQUE","APE",46.342573,-72.540543
1142227686,"REGROUPEMENT DES CENTRES D'ACTION BENEVOLE REGION 04 (RCAB-04)","660 13e Rue","Shawinigan (Québec)",NA,"G9T3Z3","PROMOTION DE L'ACTION BÉNÉVOLE ET REPRÉSENTATION DES INTÉRÊTS MEMBRES","APE",46.60954,-72.700934
1142183434,"SOCIÉTÉ DU SOUVENIR DE SAINT-JEAN-DES-PILES","3501 rang Saint-Olivier","Shawinigan (Québec)",NA,"G0X2V0","Conservation de documents historiques; préparation de fêtes commémoratives","APE",46.690882,-72.795199
1142183442,"L'HEURE DE LA BONNE NOUVELLE INC.","870 rue Maurice-Paquin","Trois-Rivières (Québec)",NA,"G8W2H1","ANNONCER L'ÉVANGILE À TÉLÉVISION EN DISTRIBUANT LITTÉRATURE ADMINISTRER DON","APE",46.419356,-72.570068
