"NEQ","NomEntreprise","Adresse","Municipalite","Adresse_Lign3","CodePostal","SecteurActivite","FormeJuridique","lat","long"
1160599966,"ASSOCIATION DES ENTREPRENEURS EN RÉSEAUX DE CÂBLAGE STRUCTURÉ","6990 RUE Dalpé","Trois-Rivières (Québec)",NA,"G9A5C9","REPRÉSENTER MEMBRES AUPRÈS DES DIVERS ORGANISMES GOUVERNEMENTAUX, DE RÈGLE- MENTATION OU AUTRES INFORMER MEMBRE DIVES FACTEURS POUVANT AFFECTER MÉTIER","APE",46.322737,-72.600133
1162470695,"LES SERVICES LE CHEVAL SAUTOIR","678 rue Hart","Trois-Rivières (Québec)",NA,"G9A4R8","SERVICES À LA FAMILLE","APE",46.346522,-72.537812
1162556063,"FORESTIA 01","10911 rue Notre-Dame O","Trois-Rivières (Québec)",NA,"G9B6V8","RESTAURATION ET AMÉNAGEMENT D'UN LOT BOISÉ","APE",46.278309,-72.667693
1162450812,"AÎNÉS DE JEAN XXIII","6455 rue Notre-Dame O","Trois-Rivières (Québec)",NA,"G9A5A6","RÉCRÉTATION ET INSTRUCTION","APE",46.316623,-72.569158
1162599253,"MANUFACTURIERS ET EXPORTATEURS, MAURICIE ET CENTRE-DU-QUÉBEC","4500 rue Charles-Malhiot","Trois-Rivières (Québec)",NA,"G9B0V4","PROMOUVOIR LE DÉVELOPPEMENT INDUSTRIEL EN MAURICIE ET AU CENTRE-DU-QUÉBEC","APE",46.340541,-72.634667
1162600952,"ORGANISATION DES USAGERS DE LA RESERVE SAINT-MAURICE (O.U.R.S.)","96 rue Roberge","Trois-Rivières (Québec)",NA,"G9A3B2","DÉFENSE DES DROITS DES USAGERS","APE",46.317955,-72.56482
1162625876,"FONDATION DU MUSÉE ET DES ARCHIVES À L'ANCIENNE-ALUMINERIE-ALCAN-DE- SHAWINIGAN","1000 av. Melville","Shawinigan (Québec)",NA,"G9N6T9","MISE EN VALEUR DES ARCHIVES DE M. JEAN CHRÉTIEN PRÉSENTATION AU GRAND PUBLIC D'OEUVRES D'ART","APE",46.5366,-72.757296
1162607676,"ASSOCIATION QUAD - RÉGION MAURICIE","194 rue des Pins","Lac-aux-Sables (Québec)",NA,"G0X1M0","PROMOTION DE L'ACTIVITÉ QUAD","APE",46.862556,-72.395372
1162505243,"ASSOCIATION DE TENNIS DE SHAWINIGAN","55 rue de l'Anse","Shawinigan (Québec)",NA,"G0X2V0","LIGUE DE TENNIS","APE",46.674795,-72.710752
1162465075,"LES COMPAGNONS DE LA NOUVELLE-FRANCE","3270 rue Maheu","Trois-Rivières (Québec)",NA,"G9B1X4","RECONSTITUER LA VIE MILITAIRE ET CIVIL DE LA NOUVELLE FRANCE PROMOTION DU LOISIR HISTORIQUE ET PATRIMOINE","APE",46.330599,-72.605751
1162593462,"LES AUXILIAIRES BÉNÉVOLES DU CENTRE HOSPITALIER RÉGIONAL DE TROIS-RIVIÈRES","1991 boul. du Carmel","Trois-Rivières (Québec)",NA,"G8Z3R9","DÉVELOPPER DISPENSER AUX USAGERS HOSPITALISÉS & AMBULANTOIRES DU CHRTR... RECUEILLIER DONS OU FONDS PROVENANT DIFFÉRENTES ACTIVITÉS DONT EXPLOITATION","APE",46.354993,-72.561105
1162882360,"MAISON DES JEUNES NIWITCEWAKAN WAPI","44 rue Kenosi","Wemotaci (Québec)",NA,"G0X3R0","Un lieu sécuritaire, stimulant et culturel aux enfants et adolescents  de 6 à 17 ans ainsi qu'à leurs parents. Favoriser la mobilisation communautaire et la participation citoyenne.  Dans le domaine de l'ÉDUCATION, LOISIRS, CULTURE ET PRÉVENTION","APE",47.903568,-73.78824
1162986765,"CONGRÉGATION DES FILLES DE JÉSUS - RÉGION CANADA","2392 8e Avenue","Trois-Rivières (Québec)",NA,"G8Z3L8","CONGRÉGATION RELIGIEUSE","APE",46.355414,-72.559261
1162841127,"Maison citoyenne des familles de Shawinigan","383 rue Frigon","Shawinigan (Québec)",NA,"G9N3X4","Offrir un milieu de vie accueillant axé sur le soutien et l'accompagnement des parents dans le développement de leur expérience parentale.","APE",46.554352,-72.736048
1162885876,"SAINTE-FLORE... RENDEZ-VOUS DES PEINTRES","23 rue Lacoursière","Shawinigan (Québec)",NA,"G9P4X3","ARTS VISUELS - EXPOSITIONS ARTS DE LA SCÈNE - SPECTACLES - CONCERTS","APE",46.532802,-72.731594
1162978788,"CORPORATION DE DÉVELOPPEMENT SOCIOCULTUREL DE ST-PAULIN INC.","100-2870 RUE Laflèche","St-Paulin (Québec)",NA,"J0K3G0","DÉVELOPPER, ADMINISTRER ET GÉRER DES PROJETS COMMUNAUTAIRES","APE",46.417263,-73.013517
1162851910,"CORPORATION RADIO ATTIKAMEK DE WEMOTACI","36 rue Kenosi","Wemotaci (Québec)",NA,"G0X3R0","SERVICES DE TÉLÉCOMMUNICATIONS","APE",47.902565,-73.787333
1162071899,"MAISON DU CITOYEN DE ST-GEORGES INC.","505 205e Avenue","Shawinigan (Québec)",NA,"G9T3H3","GESTION DE DEUX IMMEUBLES","APE",46.625548,-72.658526
1162159215,"CORPORATION TOURISTIQUE ET CULTURELLE DES JARDINS NOTRE-DAME","626 rue Notre-Dame E","Trois-Rivières (Québec)",NA,"G8T4G9","PROMOUVOIR  LA CULTURE, LES ARTS ET L'HISTOIRE ATTIRER LE TOURISME DANS LES JARDINS ORGANISER CONCERTS, CONFÉRENCES, RÉUNIONS","APE",46.370738,-72.497961
1162273586,"REGROUPEMENT DES ORGANISMES COMMUNAUTAIRES FAMILLE 04-17","100 rue de la Fabrique","Sainte-Anne-de-la-Pérade (Québec)",NA,"G0X2J0","REGROUPEMENT D'ORGANISMES COMMUNAUTAIRES FAMILLE","APE",46.574379,-72.203532
1162296702,"ASSOCIATION POUR LE BIEN-ÊTRE DES RÉSIDENTS DE LA RÉSIDENCE COOKE DU C.S.S.S.T.R.","3450 rue Sainte-Marguerite","Trois-Rivières (Québec)",NA,"G8Z1X3","RECUEILLIR FONDS NÉCESSAIRES PR APPORTER SURPLUS BIEN-ÊTRE AUX BÉNÉFICIAIRE RECEVOIR DONS LEGS ET AUTRES CONTRIBUTION & ADMINISTRER AU PROFIT DES...","APE",46.344524,-72.577025
1162344858,"Fédération régionale des OSBL d'habitation de la Mauricie-Centre-du-Québec (FROHMCQ)","399A boul. Sainte-Madeleine","Trois-Rivières (Québec)",NA,"G8T3M7","PROMOUVOIR LE REGROUPEMENT D'ORGANISMES SANS BUT LUCRATIF EN HABI. ET HÉBE. PROMOUVOIR LA FORMULE OSLB","APE",46.369071,-72.505369
1162364856,"COMITÉ D'EMBELLISSEMENT DE LA VILLE DE SHAWINIGAN","550, AVENUE HÔTEL DE VILLE, C.P. 14","SHAWINIGAN (QUÉBEC)",NA,"G9N6V3","PROMOTION DE L'EMBELLISSEMENT DE LA VILLE","APE",46.55613,-72.74396
1162346762,"ASSOCIATION DE PROMOTION DU TENNIS EN FAUTEUIL ROULANT DU COEUR DU QUÉBEC (APTFRCQ)","6890 rue Papillon","Trois-Rivières (Québec)",NA,"G9B1Z9","PROMOTION ET COORDINATION D'ACTIVITÉS DE CLUBS DE TENNIS FAUTEUIL ROULANT ÉCOLE DE TENNIS ET COURS DE TENNIS AUX PERSONNES À MOBILITÉ RÉDUITE","APE",46.328275,-72.607608
1162194154,"Association des propriétaires du Lac Long de Saint-Élie-de-Caxton","2300 rue de la Sapinière","Saint-Élie-de-Caxton (Québec)",NA,"G0X2N0","Protection de l'environnement du Lac Long et implication dans les dossiers concernant les droits collectifs des propriétaires","APE",46.529544,-72.955953
1162327887,"ASSOCIATION DES PROPRIETAIRES RIVERAINS DE LA BAIE WILLIAM","306 ch. de la Baie-William E","Lac-Édouard (Québec)",NA,"G0X3N0","-","APE",47.653497,-72.324116
1162370101,"LES RÉSIDENTS DU BOISÉ DU LAC INC.","30 rue de l'Éclaireur","Saint-Étienne-des-Grès (Québec)",NA,"G0X2P0","DÉTENTION ET GESTION DE BIENS MOBILIERS ET IMMOBILIERS","APE",46.399401,-72.766258
1162263546,"ASSOCIATION DES ÉTUDIANT(E)S EN BIOLOGIE MÉDICALE","3351 boul. des Forges","Trois-Rivières (Québec)",NA,"G8Z4M3","DÉFENDRE LES DROITS ET INTÉRÊTS DES ÉTUDIANTS","APE",46.348038,-72.57778
1162394879,"CENTRE MULTI-SERVICES COMMUNAUTAIRES, SECTEUR ST-GÉRARD-DES-LAURENTIDES","431 ch. des Frênes","Shawinigan (Québec)",NA,"G9R1P5","RELOCALISER ET ASSURER LES SERVICES MÉDICAUX MAINTENIR SERVICES FINANCIERS EN COLLABORATION AVEC INST. FINANCIÈRE","APE",46.600669,-72.812907
1162201314,"COOP DE TRAVAIL BRASSERIE ARTISANALE LE TROU DU DIABLE","412, AVENUE WILLOW","SHAWINIGAN (QUÉBEC)",NA,"G9N1X2","BRASSERIE ARTISANALE","COP",46.540183,-72.753349
1162223292,"Syndicat des enseignantes et des enseignants du Cégep de Shawinigan","2263 av. du Collège","Shawinigan (Québec)",NA,"G9N6V8","SYNDICAT PROFESSIONNEL","APE",46.564126,-72.7528
1162336854,"Radio Shawinigan Inc.","47 rue Saint-Thomas","Louiseville (Québec)",NA,"J5V2A3","RADIO COMMUNAUTAIRE","APE",46.255043,-72.94352
1162337258,"CENTRE BOUDDHISTE SHAMATA","700 rue Champflour","Trois-Rivières (Québec)",NA,"G9A1Z4","PROMOUVOIR LA FOI BOUDDHIQUE, LIEU DE CULTE","APE",46.346296,-72.546369
1162134929,"TABLE DE CONCERTATION DES AÎNÉS ET DES RETRAITÉS DE LA MAURICIE","4805 boul. du Chanoine-Moreau","Trois-Rivières (Québec)",NA,"G8Y1S4","ANIMER ET FAVORISER LA CONCERTATION DES ASSOC. D'AÎNÉS ET RETRAITÉS DÉFENDRE ET PROMOUVOIR LES INTÉRÊTS DES AINÉS ET RETRAITÉS","APE",46.36164,-72.589962
1162008198,"CLUB DE PATINAGE ARTISTIQUE DE TROIS-RIVIÈRES-OUEST","5225 rue de Courcelette","Trois-Rivières (Québec)",NA,"G8Y4L4","PROGRAMME DE PATINAGE ARTISTIQUE ET CAMPAGNE DE FINANCEMENT","APE",46.340647,-72.588427
1162028923,"CENTRE DE DÉVELOPPEMENT D'ENTREPRISES DE LA MAURICIE","3500 rue De Courval","Trois-Rivières (Québec)",NA,"G8Z1T2","OFFRIR POPULATION ÉTUDIANTS ENTREPRENEURS FUTURS ENTREPRENEURS ACTIVITÉS... OFFRIR DES SERVICES EN TRANSFERT D'ENTREPRISE","APE",46.354733,-72.573298
1162029806,"DRAGON DANCE THEATRE","9070 boul. des Forges","Trois-Rivières (Québec)",NA,"G8Y4E8","THÉÂTRE","APE",46.385933,-72.642669
1161806782,"X-BOXE SHAWINIGAN","950 ch. des Dubois","Shawinigan (Québec)",NA,"G0X1L0","CHAMPIONNAT DE BOXE CANADIEN COMBATS (GALA)","APE",46.611346,-72.635655
1161927935,"CLUB D'ÉCHECS DE TROIS-RIVIÈRES","19-3815 boul. du Chanoine-Moreau","Trois-Rivières (Québec)",NA,"G8Y1R4","ACTIVITÉS ÉCHIQUÉENNES (TOURNOIS, ATELIERS, JEUX LIBRES, ACTIVITÉS PROMO...","APE",46.359865,-72.586593
1161988275,"C.P.A. SAINT-BONIFACE LES PERCE-NEIGE","180, RUE LANGEVIN","SAINT-BONIFACE (QUÉBEC)",NA,"G0X2L0","ENSEIGNEMENT DU PATINAGE ARTISTIQUE","APE",46.500159,-72.831776
1161724837,"ASSOCIATION TRANSPORTS COLLECTIFS QUÉBEC","600-118 RUE Radisson","Trois-Rivières (Québec)",NA,"G9A2C4","INFORMER LES PORTEURS DE DOSSIER EN TRANSPORT COLLECTIF AU QUÉBEC ÉTABLIR ET ORGANISER L'HARMONISATION DE TOUS LES SERV. DE TRANSP. COL. QUÉ.","APE",46.343664,-72.544613
1161851382,"Association générale des étudiants du Collège Laflèche de Trois-Rivières","18-1687 boul. du Carmel","Trois-Rivières (Québec)",NA,"G8Z3R8","DÉFENDRE ET PROMOUVOIR LES INTÉRÊTS DE SES MEMBRES OFFRIR DIVERS SERVICES À SES MEMBRES","APE",46.356327,-72.561886
1161812368,"CORPORATION CULTURELLE DE SHAWINIGAN","2100 boul. des Hêtres","Shawinigan (Québec)",NA,"G9N8R8","DIFFUSION DES ARTS DE LA SCÈNE ET DES ARTS VISUELS","APE",46.559375,-72.748345
1161729513,"Maison Grandi-Ose","440,rue Latreille","Trois-Rivières (Québec)","Canada","G8T3G6","offre un service de loisirs adaptés, de répit et d'hébergement aux personnes ayant une déficience intellectuelle, physique et / trouble du spectre de l'autisme","APE",46.372143,-72.504993
1161756730,"LA CORPORATION TGV NET MAURICIE","1250 av. de la Station","Shawinigan (Québec)",NA,"G9N8K9","FAVORISER ACCÈS HAUTE VITESSE COMMUNAUTÉS PEUVENT PAS OBTENIR RAISON FINAN.","APE",46.545617,-72.749825
1161921029,"COOPÉRATIVE DE TRAVAILLEURS ACTIONNAIRE DE MESAR","4500 RUE Charles-Malhiot","Trois-Rivières (Québec)",NA,"G9B0V4","-","COP",46.340541,-72.634667
1162025366,"LE CLUB DE VELO-CROSS DE POINTE-DU-LAC","2760 rue Blais","Trois-Rivières (Québec)",NA,"G9B7X5","CLUB SPORTIF DE VÉLO-CROSS POUR LES JEUNES","APE",46.287847,-72.683529
1161735684,"CLUB SKIMAU SHAWINIGAN","3850 ch. de Sainte-Flore","Shawinigan (Québec)",NA,"G9T1A8","ORGANISER DES ACTIVITÉS DE SKI DE FOND (COMPÉTITIONS) ORGANISER DES ATELIERS","APE",46.612546,-72.740133
1163719454,"LES HABITATIONS LA CAPUCINE","211-3675 boul. du Chanoine-Moreau","Trois-Rivières (Québec)",NA,"G8Y5M6","LOGEMENTS SOCIAUX & COMMUNAUTAIRES","APE",46.359865,-72.586593
1163757652,"Association récréative De Richelieu","6779 rue Joseph-Édouard-Turcotte","Trois-Rivières (Québec)",NA,"G9C1M4","ORGANISER ET GÉRER DES ACTIVITÉS DE LOISIRS POUR LES CITOYENS DU DISTRICT SUSCITER LA PARTICIPATION, PROMOUVOIR ET FACILITER LES ACTI. CULTUR., ÉDUC.","APE",46.357143,-72.622345
1163705198,"COOPÉRATIVE DE SOLIDARITÉ DE DÉVELOPPEMENT LOCAL DE MONTAUBAN","205 rte de la Traverse","Notre-Dame-de-Montauban (Québec)",NA,"G0X1W0","DÉVELOPPEMENT LOCAL","COP",46.8788,-72.313607
1163957302,"ST-ADELFORCE INC.","150, RUE BAILLARGEON, C.P. 179","SAINT-ADELPHE-DE-CHAMPLAIN QC",NA,"G0X2G0","ORGANISER DES COMPÉTITIONS D'ATHLÈTES DE FORCE","APE",46.734561,-72.430771
1163707608,"CLUB DE CANOTAGE DE SHAWINIGAN","1900 AVE Melville","CP 91","Shawinigan (Québec)","G9N6T8","COURS ET LOCATION D'EMBARCATION ORGANISATION DE COMPÉTITION","APE",46.533213,-72.754938
1163900278,"CLUB QUAD PARENT","50 rue Commerciale","La Tuque (Québec)",NA,"G0X3P0","CLUB QUAD (VTT)","APE",47.44094,-72.78497
1163785091,"DÉVELOPPEMENT MAURICIE INC.","1243 rue Hart","Trois-Rivières (Québec)",NA,"G9A4S4","DÉVELOPPEMENT RÉGIONAL RÉSEAUTAGE","APE",46.343406,-72.541687
1163960934,"CORPORATION TOURISTIQUE DE CHAMPLAIN","819 rue Notre-Dame","Champlain (Québec)",NA,"G0X1C0","Développer l’économie touristique et faire rayonner Champlain par différentes initiatives en favorisant le maillage des acteurs du milieu et en faisait la promotion des initiatives à caractères touristiques qui en découlent.","APE",46.437249,-72.354592
1163862684,"CLUB DES RETRAITÉS(ES) WAYAGAMACK","1847 rue Mariette-Duval","Trois-Rivières (Québec)",NA,"G9B0S8","VEILLER À LEUR BIEN-ÊTRE ET À LA SAUVEGARDE DE LEURS INTÉRÊTS ORGANISER, MAINTENIR TOUTE AUTRE ACTIVITÉ SOCIALE, SPORTIVE ET CULTURELLE","APE",46.31839,-72.60638
1163902647,"INVITATION DE L'ÉNERGIE","2850 25e Rue","Shawinigan (Québec)",NA,"G9T3R9","COMPÉTITION DE PATINAGE ARTISTIQUE","APE",46.614923,-72.72607
1163867261,"GARDE TROIS-RIVIÈRES","440 rue du Charbonnier","Trois-Rivières (Québec)",NA,"G8T6S6","GARDE PAROISSIALE","APE",46.378161,-72.538367
1163909923,"LES OEUVRES DE GRIFFONNETTE","1-4245 rue Savard","Trois-Rivières (Québec)",NA,"G8Y2G4","SOUTIEN DANS L'AVANCEMENT DE L'ÉDUCATION","APE",46.351801,-72.591715
1164026248,"TAEKWON-DO ITF TROIS-RIVIÈRES","3550 rue Marguerite-Seigneuret","Trois-Rivières (Québec)",NA,"G9B0M5","ENSEIGNEMENT TAEKWON-DO","APE",46.322634,-72.625698
1164008188,"ASSOCIATION DES POMPIERS À TEMPS PARTIEL SECTEUR PARENT","2 rue de l'Hôtel-de-Ville","La Tuque (Québec)",NA,"G0X3P0","ADMINISTRATION ORGANISATION D'ACTIVITÉS","APE",47.919942,-74.612517
1164289986,"FESTIVAL ÉCHECS, ARTS ET MODERNITÉ","620 rue Ouellet","Trois-Rivières (Québec)",NA,"G8T8T9","LOISIRS/DIVERTISSEMENTS","APE",46.412866,-72.569916
1164290299,"CLUB OPTIMISTE LE STÉPHANOIS","60 rue Notre-Dame N","Louiseville (Québec)",NA,"J5V1X5","ÉTABLIR ET DIRIGER UN CLUB OPTIMISTE PAR LA RÉCÉATION ET LA DÉTENTE","APE",46.256768,-72.939392
1164030711,"LA MAISON DU COMMIS-VOYAGEUR","115 av. Saint-Laurent","Louiseville (Québec)",NA,"J5V1J6","ACTIVITÉS CULTURELLES: CONCERTS, EXPOSITIONS","APE",46.25566,-72.942644
1164142102,"CENTRE DE LA PETITE ENFANCE PREMIER PAS DE LA TUQUE","350 rue Brown","La Tuque (Québec)",NA,"G9X2W4","SERVICE DE GARDE","APE",47.447422,-72.781875
1164218209,"L'EAU VIVE AQUARELLISTES MCQ","5365 rue Messier","Trois-Rivières (Québec)",NA,"G8Y6M7","ASSOCIATION D'AQUARELLISTES (ARTS VISUELS)","APE",46.35032,-72.610315
1164128085,"CLUB D'ESCALADE ET MONTAGNE DE LA MAURICIE","395 rue Guimont","Saint-Boniface (Québec)",NA,"G0X2L0","ESCALADE (PROMOTION DE L'ESCALADE) ET LE SKI DE MONTAGNE","APE",46.498551,-72.836683
1164055270,"COOPÉRATIVE DE SOLIDARITÉ HÉBERGEMENT DE SAINT-RÉMI DU LAC-AUX-SABLES","386 rue Lavallée","Lac-aux-Sables (Québec)",NA,"G0X1M0","LOCATION DE LOGEMENTS À SES MEMBRES (AVEC SERVICES)","COP",46.860572,-72.400641
1164146806,"ASSOCIATION TENNIS LA TUQUE","1209 car. des Chênes","La Tuque (Québec)",NA,"G9X4L1","ÉTABLIR ET ADMINISTRER UN CLUB SPORTIF-TENNIS PROMOUVOIR L'ACTIVITÉ DE SPORT (TENNIS)","APE",47.403823,-72.782709
1164298623,"REGROUPEMENT DES ASSOCIATIONS DE LACS DE SAINT-MATHIEU-DU-PARC","1090 ch. Champagne","Saint-Mathieu-du-Parc (Québec)",NA,"G0X1N0","PROTECTION DE LA QUALITÉ DE L'EAU DES LACS DE ST-MATHIEU RENFORCER LA REPRÉSENTATIVITÉ DES RÉSIDENTS AUPRÈS DES AUTORITÉS","APE",46.64845,-72.905375
1164224520,"CLUB DE SOCCER LA TUQUE","1520 rue des Acacias","La Tuque (Québec)",NA,"G9X3X7","APPRENTISSAGE DU SPORT(SOCCER) AUX JEUNES PRATIQUE DU SOCCER, DANS UN ENVIRONNEMENT ENCADRÉ","APE",47.411893,-72.777215
1164301203,"LE SERVICE DES LOISIRS LES CONDORS DE ST-MAURICE INC.","2510 rang Saint-Jean","Saint-Maurice (Québec)",NA,"G0X2X0","PARCS D'ATTRACTION, FÊTES CENTRES RÉCRÉATIFS","APE",46.469043,-72.530543
1164020225,"SAMBBA DIVISION AMÉNAGEMENT ET SERVICE CONSEIL","211 rue de l'Église","Sainte-Geneviève-de-Batiscan (Québec)",NA,"G0X2R0","LOCATION DE BÂTIMENTS ET DE MATÉRIEL","APE",46.534739,-72.341161
1164038342,"QUAD MAURICIE 2006","1010 av. de Saint-Georges","Shawinigan (Québec)",NA,"G9T5K4","PRÉPARATION DES SENTIERS POUR LA PRATIQUE VTT","APE",46.632378,-72.646573
1164186893,"ASSOCIATION CENTRES BUTACTIK 04","1015 rue D'Avaugour","Trois-Rivières (Québec)",NA,"G8T7G1","COURS D'ARTS MARTIAUX (BUTACTIK) / SPORTS DE COMBATS / ENSEIGNEMENT DU JIU JITSU","APE",46.391108,-72.55965
1164226475,"ÉGLISE NOUVELLE CITÉ DE DIEU","2200 rue Saint-Olivier","Trois-Rivières (Québec)",NA,"G9A4E9","Service de bienfaisance: Repas communautaire, aide aux devoirs, recherche d'emploie, initiation à l'informatique, dépannage alimentaire et vestimentaire aux démunies, sortie éducative, intégration des immigrants et des réfugiés.","APE",46.3362,-72.550223
1163499149,"L'ENTRAIDE STE-CATHERINE-DE-SIENNE","365 côte Richelieu","Trois-Rivières (Québec)",NA,"G9A2Y9","OSBL - CHARITÉ","APE",46.3228,-72.568093
1163516819,"COOP DE SOLIDARITÉ SANTÉ DE SHAWINIGAN","1295 boul. Saint-Sacrement","Shawinigan (Québec)",NA,"G9N3M8","SANTÉ SERVICES DE SANTÉ","COP",46.561178,-72.740549
1163595656,"Conseil de zone Judo-Québec de la région de la Mauricie inc.","2670 rue Notre-Dame E","Trois-Rivières (Québec)",NA,"G8V1Y9","PROMOUVOIR ET DEVELOPPER LE JUDO DANS TOUS SES ASPECTS PROMOUVOIR ET DEVELOPPER LE JUDO-JUJITSU DANS TOUS SES ASPECTS","APE",46.392167,-72.467955
1163635155,"GROUPE LOGILOGE","211-3675 boul. du Chanoine-Moreau","Trois-Rivières (Québec)",NA,"G8Y5M6","SERVICE DE SOUTIEN AU DÉVELOPPEMENT IMMOBILIER","APE",46.359865,-72.586593
1163445209,"LE GYMNASE SOCIAL DES PREMIERS QUARTIERS DE TROIS-RIVIÈRES","1060 rue Saint-François-Xavier","Trois-Rivières (Québec)",NA,"G9A1R8","CENTRE DE CONDITIONNEMENT PHYSIQUE","APE",46.350513,-72.545365
1163501860,"COOP DE SOLIDARITÉ SANTÉ DE POINTE-DU-LAC","Ét. 2-10300 CH. Ste-Marguerite","Trois-Rivières (Québec)",NA,"G9B6M4","SANTÉ","COP",46.305291,-72.645771
1163430920,"COOP DE SOLIDARITÉ DE ST-ADELPHE","501, ROUTE 352","SAINT-ADELPHE (QUÉBEC)",NA,"G0X2G0","Services de proximité","COP",46.728521,-72.435171
1163504732,"COMITÉ DES LOISIRS DE SAINT-SÉVÈRE","63 rue Principale","Saint-Sévère (Québec)",NA,"G0X3B0","ORGANISER DES ACTIVITÉS DE LOISIRS À ST-SÉVÈRE","APE",46.346644,-72.89893
1163392690,"FONDATION DU CENTRE LE HAVRE","1486 rue Brébeuf","Trois-Rivières (Québec)",NA,"G8Z2A1","ACTIVITÉS BÉNÉFICES ET SOUSCRIPTION DE DONS LEGS","APE",46.342299,-72.556897
1163565063,"MAISON DES JEUNES DE POINTE-DU-LAC","10607 ch. Sainte-Marguerite","Trois-Rivières (Québec)",NA,"G9B6N6","AUPRÈS DES JEUNES","APE",46.288876,-72.674671
1163395883,"LE TRÀSH - TRAVAIL DE RUE À SHAWINIGAN","1672 av. Saint-Marc","Shawinigan (Québec)",NA,"G9N2H4","TRAVAIL DE RUE, INTERVENTION PSYCHO SOCIALE","APE",46.551502,-72.744731
1163648356,"CLUB DE MOTO BLUE KNIGHTS TROIS-RIVIÈRES","3-653 3e rue de la Pointe","Shawinigan (Québec)",NA,"G9N1H8","PROMOUVOIR LE SPORT ET LA SÉCURITÉ EN MOTO BÉNÉVOLAT","APE",46.539137,-72.747783
1163649321,"CLUB DE VOITURES ANCIENNES DE LA MAURICIE INC.","1300 13e Rue","Trois-Rivières (Québec)",NA,"G8Y3A3","CLUB AUTOMOBILE ANCIENNE","APE",46.365088,-72.592964
1163398390,"CENTRE DE COMMUNICATION SANTÉ DE LA MAURICIE ET DU CENTRE-DU-QUÉBEC","302-525 rue Barkoff","Trois-Rivières (Québec)",NA,"G8T2A5","NOTAMMENT RÉCEPTION D'APPELS D'URGENCE NOTAMMENT RÉPARTITION RESSOURCES PRÉHOSPITALIÈRES POUR APPELS D'URGENCE","APE",46.375065,-72.553076
1163401459,"ASSOCIATION HELLÉNIQUE DE LA MAURICIE","141 rue Saint-Antoine","Trois-Rivières (Québec)",NA,"G9A2J3","ASSOCIATION DE PERSONNES D'ORIGINE GRECQUE","APE",46.341119,-72.541816
1163459283,"FORMATION JEUNESSE QUÉBEC","873 rue Saint-Honoré","Trois-Rivières (Québec)",NA,"G9A2E6","ANIMATION SCIENTIFIQUE","APE",46.346632,-72.548962
1163555536,"RÉSEAU AGRICONSEILS MAURICIE","103-5195 boul. des Forges","Trois-Rivières (Québec)",NA,"G8Y4Z3","SERVICES-CONSEILS AUX ENTREPRISES AGRICOLES SOUTIEN AUX DISPENSATEURS DES SERVICES","APE",46.384,-72.63943
1163675946,"LES DIPLOMATES","114 place Pruneau","Shawinigan (Québec)",NA,"G9P1A2","REGROUPEMENT MUSICAL","APE",46.525011,-72.73673
1163349567,"À LA FÛT, COOP DE TRAVAIL BRASSICOLE","670 rue Notre-Dame","Saint-Tite (Québec)",NA,"G0X3H0","FABRICATION DE BIÈRES","COP",46.725309,-72.563565
1163128185,"Maison L'Entr'Amis","707 RUE Ste-Catherine","CP G9A 3L4","Trois-Rivières (Québec)","G9A3L4","SERVICE D'ÉDUCATION","APE",46.356507,-72.550497
1163148605,"LE CONSEIL RÉGIONAL DE L'ÉCONOMIE SOCIALE DE LA MAURICIE","445 rue des Volontaires","Trois-Rivières (Québec)",NA,"G9A2E7","Soutenir la valorisation et le développement de l'économie sociale, en complémentarité avec les partenaires du milieu.","APE",46.343071,-72.54468
1163152680,"SERVICE D'ACCUEIL DES NOUVEAUX ARRIVANTS DE SHAWINIGAN","747 5e rue de la Pointe","Shawinigan (Québec)",NA,"G9N1G2","ACCUEIL ET INTÉGRATION DE PERSONNES IMMIGRANTES","APE",46.540435,-72.751136
1163336895,"PREMIERS QUARTIERS EN SANTÉ","250-1060 rue Saint-François-Xavier","Trois-Rivières (Québec)",NA,"G9A1R8","SENSIBILI. DE LA POP. POUR AMÉLIO. DE LA SANTÉ DANS LES 1ERS QUARTIERS","APE",46.350433,-72.545267
1163175624,"ASSOCIATION DE SÉCURITÉ CIVILE DU QUÉBEC","115 rue Biron","Trois-Rivières (Québec)",NA,"G8T9M8","PROMOUVOIR LA CULTURE DE LA SÉCURITÉ CIVILE","APE",46.369364,-72.546424
1163198105,"FONDATION DE L'ÉCOLE PLANÉTAIRE DE ST-MATHIEU-DU-PARC","1840 ch. Principal","Saint-Mathieu-du-Parc (Québec)",NA,"G0X1N0","PROMOUVOIR L'ÉDUCATION DES ÉLÈVES FRÉQUENTANT L'ÉCOLE PLANÉTAIRE PROMOUVOIR ET DÉFENDRE LES INTÉRÊTS DE L'ÉCOLE ET DES ENFANTS","APE",46.575944,-72.905984
1163123186,"ASSOCIATION DES REPRÉSENTANTS MÉDICAUX DE LA MAURICIE INC.","6794 rue Joseph-Édouard-Turcotte","Trois-Rivières (Québec)",NA,"G9C1M3","PROMOTION DE L'INTÉRÊT PROFESSIONNEL DES REPRÉSENTANTS MÉDICAUX","APE",46.357311,-72.622877
